Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2008-09-26 23:00:00.000 +0200,Mostly Cloudy,rain,11.61111111,11.61111111,0.84,10.0142,17,14.9569,0,1026.27,Mostly cloudy throughout the day.
2016-05-15 03:00:00.000 +0200,Mostly Cloudy,rain,11.55,11.55,0.96,6.4561,292,16.1,0,1006.54,Mostly cloudy throughout the day.
2009-10-11 19:00:00.000 +0200,Partly Cloudy,rain,12.77777778,12.77777778,0.96,9.66,240,9.982,0,1013.9,Foggy in the morning.
2013-03-26 08:00:00.000 +0100,Foggy,snow,-2.2,-6.583333333,0.99,12.5741,2,1.9159,0,1004.34,Foggy overnight.
2015-06-02 10:00:00.000 +0200,Partly Cloudy,rain,26.08888889,26.08888889,0.44,13.9104,162,16.1,0,1019.48,Partly cloudy throughout the day.
2013-05-30 02:00:00.000 +0200,Overcast,rain,16.67777778,16.67777778,0.96,8.211,23,10.4006,0,1001.19,Mostly cloudy throughout the day.
2014-04-17 11:00:00.000 +0200,Mostly Cloudy,rain,9.877777778,6.777777778,0.78,25.2287,31,10.3523,0,1015.33,Breezy until morning and mostly cloudy throughout the day.
2008-09-11 23:00:00.000 +0200,Partly Cloudy,rain,18.26111111,18.26111111,0.71,6.279,139,15.3111,0,1010.55,Partly cloudy starting overnight.
2012-04-14 12:00:00.000 +0200,Overcast,null,12.47777778,12.47777778,0.92,5.635,21,11.1573,0,995.53,Light rain until morning.
2013-10-07 03:00:00.000 +0200,Mostly Cloudy,rain,3.583333333,3.583333333,0.84,3.22,350,14.9086,0,1026.89,Partly cloudy throughout the day.
2009-11-18 09:00:00.000 +0100,Partly Cloudy,rain,12.77777778,12.77777778,0.83,0,0,6.118,0,1023,Partly cloudy starting in the morning.
2016-07-16 16:00:00.000 +0200,Mostly Cloudy,rain,20.76666667,20.76666667,0.65,15.939,136,9.982,0,1011.49,Mostly cloudy throughout the day.
2007-06-18 15:00:00.000 +0200,Mostly Cloudy,rain,29.83888889,29.08888889,0.36,20.4631,250,9.982,0,1011.26,Partly cloudy starting in the morning.
2015-06-17 08:00:00.000 +0200,Mostly Cloudy,rain,17.12222222,17.12222222,0.58,16.5508,19,15.1823,0,1015.75,Mostly cloudy throughout the day.
2007-06-13 12:00:00.000 +0200,Partly Cloudy,rain,27.77777778,27.88333333,0.46,12.4936,181,11.27,0,1009.95,Partly cloudy starting in the morning continuing until night.
2008-01-24 06:00:00.000 +0100,Partly Cloudy,snow,-6.105555556,-6.105555556,0.92,4.6529,265,9.982,0,1036.25,Partly cloudy starting in the morning continuing until evening.
2014-02-22 08:00:00.000 +0100,Overcast,rain,7.15,7.15,0.93,1.0143,194,3.4132,0,1013.52,Overcast throughout the day.
2014-08-05 06:00:00.000 +0200,Partly Cloudy,rain,17.75555556,17.75555556,0.97,9.1931,341,5.9248,0,1013.32,Partly cloudy throughout the day.
2014-03-15 07:00:00.000 +0100,Clear,rain,4.983333333,3.016666667,0.7,8.4203,181,8.05,0,1016.06,Mostly cloudy starting in the morning and windy in the evening.
2012-04-30 15:00:00.000 +0200,Clear,rain,30,28.68333333,0.29,11.27,180,9.982,0,1015.2,Clear throughout the day.
2008-10-20 20:00:00.000 +0200,Partly Cloudy,rain,9.283333333,8.916666667,0.87,5.1198,69,9.982,0,1023.78,Foggy starting overnight continuing until morning.
2011-10-17 11:00:00.000 +0200,Partly Cloudy,rain,8.733333333,8.733333333,0.39,4.7817,112,10.3523,0,1029.43,Partly cloudy starting overnight continuing until morning.
2012-11-24 01:00:00.000 +0100,Overcast,rain,7.722222222,7.722222222,0.93,3.22,180,5.6189,0,1025.26,Foggy starting in the evening.
2007-10-10 04:00:00.000 +0200,Partly Cloudy,rain,9.855555556,8.322222222,0.68,10.8836,49,9.982,0,1024.13,Mostly cloudy starting overnight.
2015-07-29 01:00:00.000 +0200,Partly Cloudy,rain,15.07222222,15.07222222,0.87,6.2951,70,16.1,0,1010.01,Partly cloudy throughout the day.
2006-07-13 19:00:00.000 +0200,Partly Cloudy,rain,28.66111111,28.27222222,0.4,9.4829,49,11.2056,0,1015.64,Partly cloudy until night.
2016-04-19 17:00:00.000 +0200,Mostly Cloudy,rain,13.92222222,13.92222222,0.63,14.2807,351,15.5526,0,1016.36,Mostly cloudy throughout the day.
2009-04-02 22:00:00.000 +0200,Partly Cloudy,rain,14.44444444,14.44444444,0.72,11.27,160,9.982,0,1021.7,Partly cloudy until night.
2009-07-31 02:00:00.000 +0200,Mostly Cloudy,rain,20.26111111,20.26111111,0.75,6.8908,340,15.1501,0,1017.5,Partly cloudy until night.
2006-03-05 02:00:00.000 +0100,Overcast,rain,8.888888889,6.111111111,0.76,18.8531,199,15.456,0,996.54,Overcast throughout the day.
2014-02-12 02:00:00.000 +0100,Foggy,rain,5,1.616666667,0.93,15.9873,41,1.771,0,0,Foggy overnight.
2011-01-19 08:00:00.000 +0100,Foggy,rain,2.688888889,0.45,1,7.9534,251,1.127,0,1024.62,Foggy in the morning.
2012-12-12 18:00:00.000 +0100,Mostly Cloudy,snow,-2.872222222,-9.538888889,0.71,24.7296,299,11.2056,0,1020.85,Mostly cloudy throughout the day.
2016-11-01 12:00:00.000 +0100,Clear,null,11.98888889,11.98888889,0.68,2.6887,286,0,0,1021.96,Partly cloudy starting in the afternoon.
2008-09-14 16:00:00.000 +0200,Overcast,rain,14.95555556,14.95555556,0.55,13.1215,136,9.982,0,1016.3,Mostly cloudy throughout the day.
2010-10-02 08:00:00.000 +0200,Mostly Cloudy,rain,9.816666667,9.816666667,0.93,4.8139,21,7.9856,0,1021.41,Mostly cloudy throughout the day.
2008-08-10 15:00:00.000 +0200,Partly Cloudy,rain,23.98333333,23.98333333,0.34,6.8586,204,9.982,0,1013.09,Partly cloudy starting in the morning.
2010-08-07 02:00:00.000 +0200,Partly Cloudy,rain,15.65555556,15.65555556,0.99,5.1037,324,8.05,0,1016.63,Partly cloudy overnight.
2010-10-05 03:00:00.000 +0200,Mostly Cloudy,rain,10.55555556,10.55555556,0.8,20.0606,130,14.9086,0,1017.13,Mostly cloudy throughout the day.
2015-06-05 07:00:00.000 +0200,Partly Cloudy,rain,17.71111111,17.71111111,0.6,21.5901,20,16.1,0,1022.79,Partly cloudy until evening.
2009-02-04 00:00:00.000 +0100,Overcast,rain,5.555555556,1.172222222,0.79,25.76,150,16.1,0,1005.7,Mostly cloudy throughout the day.
2016-04-10 03:00:00.000 +0200,Mostly Cloudy,rain,9.25,7.255555556,0.84,13.1376,302,11.6886,0,1005.04,Overcast throughout the day.
2012-05-12 21:00:00.000 +0200,Breezy and Mostly Cloudy,rain,22.22222222,22.22222222,0.59,28.98,320,7.084,0,1015.9,Partly cloudy starting overnight and breezy starting in the evening.
2011-11-01 00:00:00.000 +0100,Clear,rain,1.138888889,1.138888889,0.92,3.3327,347,5.9731,0,1023.77,Foggy starting in the evening.
2015-02-28 20:00:00.000 +0100,Overcast,rain,7.083333333,7.083333333,0.87,3.1556,278,6.118,0,1019.51,Overcast throughout the day.
2006-11-14 12:00:00.000 +0100,Mostly Cloudy,rain,12.28888889,12.28888889,0.71,12.7834,250,11.2056,0,1016.35,Mostly cloudy throughout the day.
2015-10-23 02:00:00.000 +0200,Foggy,rain,3.888888889,2.25,0.96,6.6332,341,0.9982,0,1018.13,Foggy starting overnight continuing until morning.
2006-07-08 15:00:00.000 +0200,Partly Cloudy,rain,31.01666667,30.36111111,0.36,7.6636,356,9.982,0,1015.27,Partly cloudy starting in the afternoon continuing until night.
2014-07-29 13:00:00.000 +0200,Mostly Cloudy,rain,27.06111111,27.78888889,0.55,4.7012,130,9.982,0,1010.19,Mostly cloudy throughout the day.
2013-10-12 15:00:00.000 +0200,Partly Cloudy,rain,24.86111111,24.86111111,0.5,11.1734,158,16.1,0,1019.31,Mostly cloudy throughout the day.
2014-02-28 04:00:00.000 +0100,Mostly Cloudy,rain,6.327777778,4.316666667,0.84,9.7405,278,11.4471,0,1015.49,Mostly cloudy throughout the day.
2009-08-27 18:00:00.000 +0200,Partly Cloudy,rain,32.77777778,31.72777778,0.3,8.05,250,11.27,0,1014.8,Partly cloudy throughout the day.
2006-06-07 14:00:00.000 +0200,Overcast,rain,15.82777778,15.82777778,0.74,9.016,41,11.0768,0,1022.01,Overcast throughout the day.
2016-09-30 10:00:00.000 +0200,Clear,rain,17.98888889,17.98888889,0.64,7.7763,182,15.7297,0,1020.58,Partly cloudy starting in the morning continuing until evening.
2013-08-07 03:00:00.000 +0200,Clear,rain,17.38888889,17.38888889,0.83,0,0,16.1,0,1014.41,Partly cloudy starting in the afternoon continuing until evening.
2008-07-26 16:00:00.000 +0200,Partly Cloudy,rain,26.11111111,26.11111111,0.58,14.0875,344,11.2056,0,1008.7,Partly cloudy throughout the day.
2008-07-16 22:00:00.000 +0200,Mostly Cloudy,rain,19.86111111,19.86111111,0.71,3.3488,338,15.8263,0,1015.48,Partly cloudy throughout the day.
2011-09-11 18:00:00.000 +0200,Partly Cloudy,rain,32.15,31.02222222,0.3,4.8783,228,9.982,0,1013.07,Partly cloudy starting in the morning continuing until evening.
2007-11-26 06:00:00.000 +0100,Overcast,rain,4.977777778,1.011111111,0.83,20.3826,230,11.1251,0,1015.31,Mostly cloudy until night.
2012-05-03 00:00:00.000 +0200,Partly Cloudy,rain,16.66666667,16.66666667,0.78,0,0,16.1,0,1009.9,Partly cloudy throughout the day.
2014-03-19 09:00:00.000 +0100,Overcast,rain,14.84444444,14.84444444,0.52,26.4201,300,9.982,0,1015.84,Mostly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2009-11-26 00:00:00.000 +0100,Clear,rain,6.666666667,3.894444444,0.86,14.49,140,4.025,0,1018.2,Foggy in the morning.
2010-07-23 07:00:00.000 +0200,Partly Cloudy,rain,24.68333333,24.68333333,0.86,4.7656,137,5.2164,0,1013.17,Partly cloudy starting in the morning continuing until night.
2007-08-22 22:00:00.000 +0200,Mostly Cloudy,rain,24.77222222,24.77222222,0.54,10.1108,148,15.8746,0,1014.3,Partly cloudy until night.
2016-01-29 01:00:00.000 +0100,Clear,rain,3.622222222,3.622222222,0.99,3.6869,260,3.381,0,1027.47,Foggy starting in the evening.
2011-01-21 19:00:00.000 +0100,Overcast,rain,1.111111111,-3.938888889,0.78,20.8334,20,10.465,0,1024.77,Overcast throughout the day.
2006-10-08 20:00:00.000 +0200,Partly Cloudy,rain,12.80555556,12.80555556,0.83,7.9051,356,9.982,0,1022.51,Partly cloudy until night.
2012-01-14 12:00:00.000 +0100,Windy and Partly Cloudy,rain,5,-0.711111111,0.53,40.25,310,11.27,0,1014.8,Partly cloudy until evening and breezy starting in the morning continuing until afternoon.
2007-02-07 23:00:00.000 +0100,Mostly Cloudy,rain,6.066666667,4.744444444,0.93,6.7298,93,15.456,0,1006.64,Mostly cloudy until night.
2014-03-05 22:00:00.000 +0100,Overcast,rain,7.822222222,4.866666667,0.85,18.0481,30,14.5866,0,1012.68,Overcast throughout the day.
2007-06-28 01:00:00.000 +0200,Overcast,rain,16.18888889,16.18888889,0.74,5.9087,164,15.8263,0,1009.37,Mostly cloudy until night.
2011-09-19 09:00:00.000 +0200,Breezy and Partly Cloudy,rain,23.46111111,23.46111111,0.5,29.8172,160,9.9015,0,1007.88,Mostly cloudy starting in the morning and breezy in the afternoon.
2008-12-21 04:00:00.000 +0100,Mostly Cloudy,rain,3.483333333,0.488888889,0.9,11.7369,285,6.8425,0,1018.11,Partly cloudy starting overnight continuing until evening and breezy starting in the morning continuing until afternoon.
2016-05-10 11:00:00.000 +0200,Partly Cloudy,rain,19.69444444,19.69444444,0.61,12.5097,111,10.5777,0,1017.89,Mostly cloudy starting overnight.
2013-06-14 21:00:00.000 +0200,Partly Cloudy,rain,20.07222222,20.07222222,0.83,0,0,9.982,0,1015.12,Partly cloudy starting in the morning.
2012-10-07 09:00:00.000 +0200,Mostly Cloudy,rain,16.97222222,16.97222222,0.82,4.6851,192,9.8532,0,1013.94,Mostly cloudy starting overnight and breezy starting in the evening.
2012-07-13 04:00:00.000 +0200,Partly Cloudy,rain,15.18888889,15.18888889,0.79,11.0446,329,15.8263,0,1015.73,Partly cloudy starting overnight continuing until morning.
2013-09-08 18:00:00.000 +0200,Partly Cloudy,rain,26.10555556,26.10555556,0.26,0.3703,105,16.1,0,1020.89,Partly cloudy starting in the morning.
2011-01-22 11:00:00.000 +0100,Overcast,rain,0.05,-4.761111111,0.84,17.4041,1,3.8962,0,1025.87,Mostly cloudy throughout the day.
2015-08-10 05:00:00.000 +0200,Partly Cloudy,rain,18.55555556,18.55555556,0.83,3.3971,189,15.1823,0,1015.43,Partly cloudy throughout the day.
2010-01-24 07:00:00.000 +0100,Foggy,snow,-5.094444444,-5.094444444,0.86,3.6708,51,3.1556,0,1031.7,Foggy until morning.
2015-05-10 19:00:00.000 +0200,Mostly Cloudy,rain,18.93333333,18.93333333,0.37,24.1339,312,16.1,0,1019.56,Mostly cloudy until night and breezy starting in the afternoon continuing until evening.
2009-02-16 23:00:00.000 +0100,Overcast,snow,-1.111111111,-4.95,0.92,11.27,190,15.134,0,1019.1,Mostly cloudy throughout the day.
2015-12-10 00:00:00.000 +0100,Foggy,rain,4.377777778,1.755555556,0.92,10.8031,290,1.8837,0,1035.12,Foggy until morning.
2009-04-23 00:00:00.000 +0200,Mostly Cloudy,rain,11.66666667,11.66666667,0.61,3.22,350,16.1,0,1017.8,Mostly cloudy throughout the day.
2012-07-20 19:00:00.000 +0200,Mostly Cloudy,rain,28.83888889,28.11111111,0.36,14.3934,48,9.982,0,1011.73,Partly cloudy throughout the day.
2012-11-18 13:00:00.000 +0100,Partly Cloudy,rain,12.58333333,12.58333333,0.69,16.4381,148,10.3523,0,1017.55,Partly cloudy starting in the morning.
2011-06-29 22:00:00.000 +0200,Partly Cloudy,rain,19.44444444,19.44444444,0.85,11.0285,301,15.8263,0,1009.36,Mostly cloudy throughout the day.
2015-08-17 01:00:00.000 +0200,Overcast,rain,19.95555556,19.95555556,0.93,3.5903,70,7.9695,0,1007.19,Mostly cloudy throughout the day.
2008-10-09 11:00:00.000 +0200,Partly Cloudy,rain,18.77777778,18.77777778,0.67,7.7441,96,9.982,0,1026.85,Partly cloudy throughout the day.
2011-09-22 11:00:00.000 +0200,Clear,rain,22.06111111,22.06111111,0.65,5.1842,261,8.3076,0,1018.22,Foggy in the morning.
2011-09-29 09:00:00.000 +0200,Mostly Cloudy,rain,15.97777778,15.97777778,0.45,19.5776,19,9.982,0,1027.75,Partly cloudy starting in the morning.
2014-06-08 10:00:00.000 +0200,Partly Cloudy,rain,27.71111111,28.06111111,0.49,10.7065,351,16.1,0,1019.83,Partly cloudy starting overnight.
2010-10-22 22:00:00.000 +0200,Partly Cloudy,rain,4.972222222,2.488888889,0.71,10.7226,140,15.8263,0,1024.92,Partly cloudy starting in the morning continuing until evening.
2008-07-13 04:00:00.000 +0200,Partly Cloudy,rain,16.68888889,16.68888889,0.72,6.2146,166,15.8263,0,1011.64,Partly cloudy throughout the day.
2015-04-05 10:00:00.000 +0200,Partly Cloudy,rain,8.772222222,5.644444444,0.63,22.057,12,9.982,0,1013.77,Mostly cloudy throughout the day.
2011-08-19 09:00:00.000 +0200,Clear,rain,26.08888889,26.08888889,0.57,10.948,170,9.982,0,1018.05,Partly cloudy starting in the afternoon.
2010-08-22 17:00:00.000 +0200,Clear,rain,27.86666667,27.16111111,0.33,3.4615,94,10.3523,0,1018.77,Partly cloudy in the afternoon.
2009-09-29 19:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.52,8.05,260,9.982,0,1015.1,Mostly cloudy starting in the morning and breezy in the afternoon.
2006-05-18 22:00:00.000 +0200,Partly Cloudy,rain,16.85555556,16.85555556,0.7,6.4722,141,15.8263,0,1017.32,Partly cloudy overnight.
2014-09-13 07:00:00.000 +0200,Mostly Cloudy,rain,16.06666667,16.06666667,0.93,10.1752,70,9.9015,0,1013.33,Mostly cloudy throughout the day.
2014-01-06 00:00:00.000 +0100,Mostly Cloudy,rain,7.8,7.022222222,0.83,5.7799,170,15.8263,0,1014.03,Foggy starting in the morning continuing until night.
2016-02-02 16:00:00.000 +0100,Overcast,rain,12.79444444,12.79444444,0.81,10.948,184,15.5526,0,1020.54,Foggy overnight.
2013-12-07 18:00:00.000 +0100,Partly Cloudy,rain,1.205555556,-2.822222222,0.54,14.5061,272,16.1,0,1023.62,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2013-07-31 07:00:00.000 +0200,Partly Cloudy,rain,18.75555556,18.75555556,0.78,9.0965,320,11.2056,0,1017.36,Partly cloudy starting overnight continuing until evening.
2008-06-04 10:00:00.000 +0200,Mostly Cloudy,rain,19.04444444,19.04444444,0.61,2.7692,168,11.27,0,1012.03,Partly cloudy throughout the day.
2009-12-27 23:00:00.000 +0100,Mostly Cloudy,rain,2.222222222,0.388888889,0.85,6.44,240,9.982,0,1006.5,Overcast throughout the day.
2010-12-14 01:00:00.000 +0100,Overcast,snow,-3.322222222,-7.455555556,0.81,10.6743,270,14.168,0,1017.3,Foggy starting in the morning continuing until afternoon.
2013-10-27 15:00:00.000 +0100,Partly Cloudy,rain,22.77777778,22.77777778,0.57,15.9551,181,14.2485,0,1015.26,Foggy until morning.
2014-08-12 17:00:00.000 +0200,Partly Cloudy,rain,29.83333333,29.6,0.41,8.7745,310,15.5526,0,1012.45,Partly cloudy throughout the day.
2013-05-22 08:00:00.000 +0200,Overcast,rain,12.76111111,12.76111111,0.99,8.8067,227,5.313,0,1008.97,Mostly cloudy throughout the day.
2013-03-02 05:00:00.000 +0100,Mostly Cloudy,rain,1.161111111,-2.205555556,0.85,11.2217,292,9.8532,0,1019.37,Partly cloudy until night.
2013-09-17 07:00:00.000 +0200,Mostly Cloudy,rain,14.90555556,14.90555556,0.84,20.4792,150,9.8532,0,998.65,Mostly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2014-04-22 08:00:00.000 +0200,Overcast,rain,12.87777778,12.87777778,0.96,4.8783,165,5.1359,0,1011.01,Mostly cloudy throughout the day.
2008-09-02 05:00:00.000 +0200,Partly Cloudy,rain,14.58333333,14.58333333,0.72,6.0536,101,15.3111,0,1017.47,Partly cloudy until night.
2015-06-18 23:00:00.000 +0200,Partly Cloudy,rain,14.21111111,14.21111111,0.67,10.2074,303,15.5526,0,1011.92,Partly cloudy throughout the day.
2013-08-20 09:00:00.000 +0200,Partly Cloudy,rain,22.71111111,22.71111111,0.66,11.3827,339,16.1,0,1015.56,Partly cloudy throughout the day.
2014-03-15 20:00:00.000 +0100,Overcast,rain,6.038888889,2.155555556,0.79,22.1536,300,10.2557,0,1012.23,Mostly cloudy starting in the morning and windy in the evening.
2007-04-28 07:00:00.000 +0200,Clear,rain,11.28888889,11.28888889,0.61,8.3076,302,9.982,0,0,Partly cloudy starting in the afternoon.
2006-09-16 13:00:00.000 +0200,Mostly Cloudy,rain,23.90555556,23.90555556,0.41,17.1465,116,9.982,0,1015.46,Mostly cloudy starting in the morning continuing until afternoon.
2010-12-21 18:00:00.000 +0100,Mostly Cloudy,rain,2.611111111,2.611111111,0.96,3.2683,95,4.347,0,1014.62,Foggy starting in the evening.
2006-04-01 00:00:00.000 +0200,Partly Cloudy,rain,9.472222222,7.388888889,0.89,14.1197,251,15.8263,0,1015.13,Partly cloudy throughout the day.
2010-06-09 16:00:00.000 +0200,Partly Cloudy,rain,30.13888889,30.23333333,0.43,7.889,112,9.982,0,1012.53,Partly cloudy starting in the morning.
2016-03-19 22:00:00.000 +0100,Partly Cloudy,rain,3.911111111,2.761111111,0.66,5.2647,130,15.1823,0,1018.64,Partly cloudy overnight.
2015-01-14 10:00:00.000 +0100,Partly Cloudy,rain,2.755555556,-0.6,0.82,12.7834,171,6.7781,0,1020.12,Partly cloudy starting in the morning.
2014-08-19 05:00:00.000 +0200,Mostly Cloudy,rain,14.38888889,14.38888889,0.83,10.8836,141,15.1823,0,1013.58,Mostly cloudy starting in the morning.
2012-12-23 04:00:00.000 +0100,Overcast,snow,-2.172222222,-4.788888889,0.99,6.6976,135,4.7656,0,1023.09,Overcast throughout the day.
2006-05-21 22:00:00.000 +0200,Mostly Cloudy,rain,15.55555556,15.55555556,0.72,10.9158,38,15.8263,0,1013.26,Mostly cloudy throughout the day.
2012-04-20 21:00:00.000 +0200,Overcast,rain,13.88888889,13.88888889,0.67,11.27,90,11.27,0,1000.6,Foggy starting overnight continuing until morning.
2015-01-08 06:00:00.000 +0100,Overcast,snow,-5.994444444,-9.75,0.74,7.9695,119,15.8263,0,1035.88,Mostly cloudy throughout the day.
2009-06-14 10:00:00.000 +0200,Dry and Partly Cloudy,rain,23.88888889,23.88888889,0.29,12.88,270,9.982,0,1021.4,Partly cloudy starting in the morning.
2008-10-28 18:00:00.000 +0100,Mostly Cloudy,rain,13.86111111,13.86111111,0.68,10.948,140,8.05,0,1012.93,Mostly cloudy starting overnight.
2006-08-24 13:00:00.000 +0200,Partly Cloudy,rain,25.05,25.05,0.45,11.109,207,9.982,0,0,Partly cloudy starting in the morning.
2012-10-29 13:00:00.000 +0100,Overcast,rain,2.877777778,-0.216666667,0.95,11.6081,6,11.3183,0,1009.95,Mostly cloudy throughout the day.
2009-09-20 00:00:00.000 +0200,Partly Cloudy,rain,16.66666667,16.66666667,0.67,11.27,50,16.1,0,1019.4,Partly cloudy starting in the morning.
2016-07-23 15:00:00.000 +0200,Mostly Cloudy,rain,32.15,32.8,0.42,1.5778,152,15.8263,0,1015.41,Partly cloudy starting overnight.
2010-03-13 09:00:00.000 +0100,Overcast,rain,3.933333333,-0.505555556,0.76,22.0248,290,9.9015,0,1017.86,Mostly cloudy until night and breezy in the afternoon.
2010-03-23 17:00:00.000 +0100,Overcast,rain,12.28888889,12.28888889,0.8,4.7173,23,7.2128,0,1020.15,Overcast throughout the day.
2016-10-25 18:00:00.000 +0200,Mostly Cloudy,null,16.71111111,16.71111111,0.74,12.7351,170,9.9981,0,1021.68,Light rain overnight.
2015-02-10 20:00:00.000 +0100,Overcast,rain,1.227777778,1.227777778,0.92,4.7495,311,9.982,0,1025.02,Foggy in the morning.
2014-01-21 06:00:00.000 +0100,Mostly Cloudy,rain,7.2,4.238888889,0.87,16.8084,129,11.8013,0,1003.49,Mostly cloudy throughout the day.
2014-01-03 09:00:00.000 +0100,Mostly Cloudy,rain,3.672222222,0.922222222,0.89,10.7548,160,6.7942,0,1020.5,Mostly cloudy throughout the day.
2007-01-06 04:00:00.000 +0100,Mostly Cloudy,rain,5.305555556,2.811111111,0.81,11.109,264,14.168,0,1023.72,Mostly cloudy until night.
2008-04-26 01:00:00.000 +0200,Partly Cloudy,rain,7.266666667,6.077777778,0.83,6.923,309,15.8263,0,1023.39,Partly cloudy until night.
2010-12-02 16:00:00.000 +0100,Overcast,rain,3.033333333,-0.311111111,0.99,13.0571,19,4.3309,0,1009.66,Foggy starting in the evening.
2015-06-17 02:00:00.000 +0200,Mostly Cloudy,rain,17.17222222,17.17222222,0.68,6.1663,31,14.9569,0,1015.42,Mostly cloudy throughout the day.
2010-03-16 02:00:00.000 +0100,Mostly Cloudy,rain,0.116666667,-4.105555556,0.66,14.2163,221,15.6492,0,1020.21,Mostly cloudy throughout the day.
2016-06-21 02:00:00.000 +0200,Mostly Cloudy,rain,18.28333333,18.28333333,0.9,6.4239,353,9.6761,0,1019.8,Mostly cloudy throughout the day.
2016-08-24 23:00:00.000 +0200,Clear,rain,18.4,18.4,0.76,10.3684,343,15.5526,0,1022.1,Partly cloudy until evening.
2016-08-15 10:00:00.000 +0200,Partly Cloudy,rain,26.04444444,26.04444444,0.54,10.948,202,16.1,0,1020.51,Partly cloudy starting in the morning.
2012-03-16 05:00:00.000 +0100,Clear,snow,0,-2.733333333,0.56,8.05,180,9.982,0,1030.2,Partly cloudy starting in the morning continuing until afternoon.
2015-02-12 06:00:00.000 +0100,Partly Cloudy,snow,-2.694444444,-5.772222222,0.86,7.6797,130,14.4578,0,1029.67,Partly cloudy until morning.
2016-10-10 11:00:00.000 +0200,Mostly Cloudy,rain,12.14444444,12.14444444,0.66,7.6475,76,14.5222,0,1021.87,Foggy in the morning.
2016-07-15 02:00:00.000 +0200,Mostly Cloudy,rain,14.47222222,14.47222222,0.82,12.7995,296,15.5526,0,1016.25,Mostly cloudy throughout the day.
2012-10-03 20:00:00.000 +0200,Clear,rain,14.06111111,14.06111111,0.83,4.2987,254,9.982,0,1017.94,Partly cloudy until evening.
2016-04-15 02:00:00.000 +0200,Partly Cloudy,rain,11.85555556,11.85555556,0.65,25.7439,301,15.1823,0,1010.71,Partly cloudy until night.
2008-01-24 13:00:00.000 +0100,Partly Cloudy,rain,4.905555556,2.611111111,0.53,9.7727,227,9.982,0,1036.18,Partly cloudy starting in the morning continuing until evening.
2012-03-21 02:00:00.000 +0100,Clear,rain,2.777777778,2.777777778,0.67,3.22,270,16.1,0,1035,Clear throughout the day.
2013-03-28 19:00:00.000 +0100,Partly Cloudy,rain,2.227777778,-0.705555556,0.86,10.304,74,8.4203,0,1016.85,Foggy in the morning.
2008-05-21 19:00:00.000 +0200,Partly Cloudy,rain,17.8,17.8,0.78,9.338,6,11.2056,0,1010.42,Partly cloudy throughout the day.
2010-06-24 02:00:00.000 +0200,Mostly Cloudy,rain,14.11111111,14.11111111,0.92,6.6493,313,14.168,0,1013.32,Partly cloudy throughout the day.
